PD,LGD,EAD,DF,Stage,ECL_base,ECL_Optimistic,ECL_Base,ECL_Pessimistic,ECL_weighted,actual_default
0.488,0.45,28320.0,0.9524,2,5922.5696,12437.3961,17767.7088,26651.5632,18656.0942,0
0.5276,0.45,15600.0,0.9524,3,3527.1687,7407.0543,10581.5061,15872.2592,11110.5814,0
0.4733,0.45,64800.0,0.9524,2,13143.4782,27601.3042,39430.4346,59145.6519,41401.9563,0
0.2419,0.45,24000.0,0.9524,2,2488.5363,5225.9263,7465.609,11198.4135,7838.8895,0
0.493,0.45,128232.0,0.9524,2,27090.887,56890.8627,81272.661,121908.9915,85336.294,0
0.3498,0.45,30000.0,0.9524,2,4497.1485,9444.0119,13491.4455,20237.1683,14166.0178,0
0.4987,0.45,146988.0,0.9524,2,31414.6126,65970.6864,94243.8377,141365.7566,98956.0296,0
0.3482,0.45,129998.4,0.9524,2,19399.6563,40739.2782,58198.9688,87298.4532,61108.9172,0
0.5891,0.45,38172.0,0.9524,3,9638.1315,20240.0761,28914.3945,43371.5917,30360.1142,1
0.0951,0.45,64800.0,0.9524,1,2640.0201,1848.0141,2640.0201,3960.0301,2772.0211,0
0.3118,0.45,64800.0,0.9524,2,8659.443,18184.8303,25978.3291,38967.4936,27277.2455,0
0.381,0.45,31884.0,0.9524,2,5205.8202,10932.2223,15617.4605,23426.1907,16398.3335,0
0.2057,0.45,30000.0,0.9524,2,2645.027,5554.5567,7935.081,11902.6216,8331.8351,0
0.1656,0.45,64800.0,0.9524,2,4598.2643,9656.3551,13794.793,20692.1895,14484.5326,0
0.174,0.45,12944.0,0.9524,2,965.1755,2026.8686,2895.5265,4343.2898,3040.3029,0
0.228,0.45,72000.0,0.9524,2,7035.8042,14775.1888,21107.4126,31661.1189,22162.7832,0
0.3232,0.45,44448.0,0.9524,2,6155.7443,12927.0631,18467.233,27700.8495,19390.5946,0
0.1643,0.45,0.0,0.9524,2,0.0,0.0,0.0,0.0,0.0,0
0.1158,0.45,18000.0,0.9524,2,892.9877,1875.2742,2678.9631,4018.4447,2812.9113,0
0.5664,0.45,64800.0,0.9524,3,15730.5643,33034.1851,47191.6929,70787.5394,49551.2776,0
0.2148,0.45,28332.0,0.9524,2,2607.8308,5476.4446,7823.4923,11735.2384,8214.6669,0
0.7595,0.45,64800.0,0.9524,3,21093.3932,44296.1256,63280.1795,83314.2857,63542.6926,1
0.1916,0.45,5040.0,0.9524,2,413.7638,868.9041,1241.2915,1861.9373,1303.3561,0
0.1446,0.45,36000.0,0.9524,2,2230.3387,4683.7113,6691.0161,10036.5241,7025.5669,0
0.9417,0.45,24000.0,0.9524,3,9685.7442,20340.0628,29057.2326,30857.1429,27327.9177,1
0.1301,0.45,64800.0,0.9524,2,3613.3239,7587.9801,10839.9716,16259.9574,11381.9702,0
0.1034,0.45,67992.0,0.9524,2,3013.2229,6327.768,9039.6686,13559.5029,9491.652,0
0.1978,0.45,25728.0,0.9524,2,2180.7084,4579.4876,6542.1251,9813.1877,6869.2314,0
0.0734,0.45,64800.0,0.9524,1,2039.7102,1427.7971,2039.7102,3059.5653,2141.6957,0
0.4093,0.45,33600.0,0.9524,2,5894.2115,12377.8442,17682.6345,26523.9518,18566.7662,0
0.5641,0.45,64800.0,0.9524,3,15666.8019,32900.2841,47000.4058,70500.6088,49350.4261,0
0.2566,0.45,30720.0,0.9524,2,3378.4479,7094.7406,10135.3437,15203.0155,10642.1109,0
0.3371,0.45,63996.0,0.9524,2,9246.1145,19416.8405,27738.3436,41607.5153,29125.2607,0
0.1071,0.45,64800.0,0.9524,2,2975.0737,6247.6548,8925.2212,13387.8318,9371.4822,0
0.3375,0.45,0.0,0.9524,2,0.0,0.0,0.0,0.0,0.0,0
0.1563,0.45,19200.0,0.9524,2,1286.2813,2701.1908,3858.844,5788.266,4051.7862,0
0.2979,0.45,40000.0,0.9524,2,5106.3416,10723.3173,15319.0247,22978.5371,16084.9759,0
0.2218,0.45,18000.0,0.9524,2,1711.1149,3593.3414,5133.3448,7700.0172,5390.0121,0
0.4483,0.45,44196.0,0.9524,2,8491.915,17833.0214,25475.7449,38213.6173,26749.5321,0
0.25,0.45,84000.0,0.9524,2,9000.2337,18900.4908,27000.7012,40501.0517,28350.7362,0
0.535,0.45,25920.0,0.9524,3,5943.1162,12480.544,17829.3485,26744.0228,18720.8159,0
0.1419,0.45,64800.0,0.9524,2,3941.2304,8276.5838,11823.6911,17735.5366,12414.8757,0
0.2365,0.45,27600.0,0.9524,2,2797.8144,5875.4103,8393.4433,12590.1649,8813.1154,0
0.2103,0.45,54000.0,0.9524,2,4867.1757,10221.0689,14601.527,21902.2905,15331.6034,0
0.1546,0.45,9192.0,0.9524,2,608.9598,1278.8155,1826.8794,2740.319,1918.2233,0
0.0999,0.45,63612.0,0.9524,1,2722.9415,1906.0591,2722.9415,4084.4123,2859.0886,0
0.3911,0.45,21684.0,0.9524,2,3634.8904,7633.2699,10904.6713,16357.0069,11449.9048,0
0.1168,0.45,10992.0,0.9524,2,550.2395,1155.5029,1650.7184,2476.0777,1733.2544,0
0.166,0.45,156840.0,0.9524,2,11155.5741,23426.7055,33466.7222,50200.0832,35140.0583,0
0.1471,0.45,18000.0,0.9524,2,1134.733,2382.9393,3404.1989,5106.2984,3574.4089,0
0.275,0.45,48888.0,0.9524,2,5761.9633,12100.123,17285.89,25928.835,18150.1845,0
0.6421,0.45,36000.0,0.9524,3,9906.3224,20803.2771,29718.9673,44578.4509,31204.9156,0
0.2518,0.45,91200.0,0.9524,2,9843.6624,20671.6911,29530.9872,44296.4808,31007.5366,0
0.2522,0.45,108000.0,0.9524,2,11671.133,24509.3793,35013.399,52520.0985,36764.069,0
0.9956,0.45,31260.0,0.9524,3,13337.9804,28009.7589,40013.9413,40191.4286,37057.2675,1
0.1725,0.45,12000.0,0.9524,2,887.0757,1862.8589,2661.227,3991.8405,2794.2883,0
0.566,0.45,30200.0,0.9524,3,7326.1619,15384.9399,21978.4856,32967.7284,23077.4099,0
0.7732,0.45,11748.0,0.9524,3,3892.7633,8174.803,11678.29,15104.5714,11658.9886,0
0.2347,0.45,15740.0,0.9524,2,1583.1181,3324.548,4749.3543,7124.0314,4986.822,0
0.1477,0.45,64800.0,0.9524,2,4100.7212,8611.5144,12302.1635,18453.2452,12917.2717,0
0.2407,0.45,25320.0,0.9524,2,2612.4806,5486.2093,7837.4418,11756.1627,8229.3139,0
0.1898,0.45,78000.0,0.9524,2,6346.241,13327.1062,19038.7231,28558.0847,19990.6593,0
0.0652,0.45,96000.0,0.9524,1,2682.0892,1877.4625,2682.0892,4023.1339,2816.1937,0
0.1079,0.45,54000.0,0.9524,2,2498.1667,5246.1501,7494.5001,11241.7502,7869.2251,0
0.4718,0.45,10836.0,0.9524,2,2191.188,4601.4947,6573.5639,9860.3458,6902.242,0
0.1919,0.45,33900.0,0.9524,2,2788.4773,5855.8023,8365.4318,12548.1478,8783.7034,0
0.2318,0.45,66498.0,0.9524,2,6605.7466,13872.0679,19817.2399,29725.8599,20808.1019,0
0.104,0.45,26004.0,0.9524,2,1158.9176,2433.727,3476.7528,5215.1292,3650.5905,0
0.9756,0.45,16248.0,0.9524,3,6793.327,14265.9866,20379.9809,20890.2857,18979.0586,0
0.3861,0.45,205887.24,0.9524,2,34066.1654,71538.9473,102198.4961,153297.7442,107308.421,0
0.8455,0.45,12000.0,0.9524,3,4348.365,9131.5665,13045.095,15428.5714,12662.582,0
0.4834,0.45,5256.0,0.9524,2,1088.8518,2286.5887,3266.5553,4899.8329,3429.8831,0
0.3365,0.45,63636.0,0.9524,2,9176.4146,19270.4706,27529.2437,41293.8655,28905.7059,0
0.3668,0.45,61992.0,0.9524,2,9745.5996,20465.7591,29236.7987,43855.1981,30698.6387,0
0.7072,0.45,10000.0,0.9524,3,3031.0031,6365.1064,9093.0092,12857.1429,9352.0669,0
0.2329,0.45,28992.0,0.9524,2,2893.7256,6076.8238,8681.1769,13021.7653,9115.2357,0
0.1788,0.45,32400.0,0.9524,2,2482.5316,5213.3164,7447.5949,11171.3923,7819.9746,0
0.4657,0.45,48000.0,0.9524,2,9580.0243,20118.0511,28740.073,43110.1095,30177.0767,0
0.5827,0.45,64800.0,0.9524,3,16181.6483,33981.4615,48544.945,72817.4175,50972.1923,0
0.1613,0.45,42267.0,0.9524,2,2921.053,6134.2114,8763.1591,13144.7387,9201.3171,0
0.5162,0.45,12664.0,0.9524,3,2801.6895,5883.548,8405.0686,12607.6029,8825.3221,0
0.4602,0.45,148800.0,0.9524,2,29344.7096,61623.8902,88034.1289,132051.1934,92435.8354,0
0.6485,0.45,8193.6,0.9524,3,2277.1191,4781.9502,6831.3574,10247.0361,7172.9253,0
0.4083,0.45,144000.0,0.9524,2,25200.1943,52920.408,75600.5829,113400.8743,79380.612,0
0.7606,0.45,4500.0,0.9524,3,1466.9647,3080.6259,4400.8941,5785.7143,4417.0321,1
0.5599,0.45,64800.0,0.9524,3,15547.8683,32650.5234,46643.6048,69965.4072,48975.7851,0
0.6709,0.45,30000.0,0.9524,3,8625.9634,18114.5231,25877.8901,38571.4286,27110.433,0
0.1679,0.45,205887.24,0.9524,2,14814.7646,31111.0058,44444.2939,66666.4409,46666.5086,0
0.2441,0.45,21000.0,0.9524,2,2197.1194,4613.9507,6591.3581,9887.0372,6920.926,0
0.2392,0.45,32400.0,0.9524,2,3321.3379,6974.8096,9964.0137,14946.0206,10462.2144,0
0.094,0.45,20400.0,0.9524,1,821.8502,575.2952,821.8502,1232.7754,862.9428,0
0.3563,0.45,42000.0,0.9524,2,6412.6105,13466.482,19237.8314,28856.7472,20199.723,0
0.0942,0.45,64800.0,0.9524,1,2617.3766,1832.1636,2617.3766,3926.065,2748.2455,0
0.1813,0.45,64800.0,0.9524,2,5034.5201,10572.4921,15103.5602,22655.3402,15858.7382,0
0.4041,0.45,30996.0,0.9524,2,5367.7022,11272.1746,16103.1066,24154.6599,16908.2619,0
0.2756,0.45,12600.0,0.9524,2,1488.3409,3125.5159,4465.0227,6697.5341,4688.2739,0
0.3328,0.45,31200.0,0.9524,2,4449.7197,9344.4113,13349.1591,20023.7386,14016.617,0
0.5783,0.45,14688.0,0.9524,3,3640.1042,7644.2187,10920.3125,16380.4687,11466.3281,0
0.9524,0.45,64800.0,0.9524,3,26450.3118,55545.6548,79350.9354,83314.2857,74390.4528,1
0.273,0.45,40296.0,0.9524,2,4714.2752,9899.9779,14142.8255,21214.2383,14849.9668,0
0.1913,0.45,47346.0,0.9524,2,3881.8899,8151.9689,11645.6698,17468.5048,12227.9533,0
0.1492,0.45,19680.0,0.9524,2,1258.2868,2642.4024,3774.8605,5662.2908,3963.6036,0
0.5158,0.45,94176.0,0.9524,3,20818.1649,43718.1463,62454.4947,93681.7421,65577.2195,0
0.5046,0.45,64800.0,0.9524,3,14014.194,29429.8074,42042.582,63063.873,44144.7111,0
0.237,0.45,136944.0,0.9524,2,13912.2692,29215.7654,41736.8077,62605.2115,43823.6481,0
0.237,0.45,54996.0,0.9524,2,5585.2173,11728.9563,16755.6519,25133.4778,17593.4345,0
0.1408,0.45,39876.0,0.9524,2,2405.8891,5052.3671,7217.6673,10826.5009,7578.5507,0
0.2245,0.45,64800.0,0.9524,2,6233.6953,13090.7601,18701.0858,28051.6287,19636.1401,0
0.1785,0.45,10956.0,0.9524,2,838.2324,1760.288,2514.6971,3772.0457,2640.432,0
0.5636,0.45,94740.0,0.9524,3,22885.3164,48059.1644,68655.9491,102983.9237,72088.7466,0
0.2852,0.45,70680.0,0.9524,2,8640.5089,18145.0687,25921.5268,38882.2902,27217.6031,0
0.1333,0.45,64800.0,0.9524,2,3703.3172,7776.9661,11109.9516,16664.9274,11665.4492,0
0.9535,0.45,27000.0,0.9524,3,11033.7655,23170.9075,33101.2964,34714.2857,31021.9465,1
0.6628,0.45,32400.0,0.9524,3,9203.2995,19326.9289,27609.8984,41414.8476,28990.3933,0
0.4808,0.45,31680.0,0.9524,2,6528.0581,13708.922,19584.1743,29376.2615,20563.383,0
0.4088,0.45,163152.0,0.9524,2,28586.3107,60031.2526,85758.9322,128638.3983,90046.8788,0
0.3056,0.45,10800.0,0.9524,2,1414.6104,2970.6819,4243.8312,6365.7468,4456.0228,0
0.1279,0.45,20796.0,0.9524,2,1140.1152,2394.242,3420.3457,5130.5186,3591.363,0
0.2755,0.45,69036.0,0.9524,2,8150.444,17115.9324,24451.332,36676.9979,25673.8986,0
0.9996,0.45,7920.0,0.9524,3,3392.9943,7125.288,10178.9829,10182.8571,9416.5277,1
0.1572,0.45,64800.0,0.9524,2,4364.9967,9166.493,13094.99,19642.4851,13749.7396,0
0.2946,0.45,64632.0,0.9524,2,8160.0763,17136.1602,24480.2289,36720.3433,25704.2403,0
0.1531,0.45,102000.0,0.9524,2,6690.9522,14050.9996,20072.8566,30109.2848,21076.4994,0
0.1937,0.45,72192.0,0.9524,2,5991.4944,12582.1382,17974.4831,26961.7247,18873.2073,0
0.2969,0.45,64992.0,0.9524,2,8269.3174,17365.5665,24807.9522,37211.9283,26048.3498,0
0.1318,0.45,54744.0,0.9524,2,3093.226,6495.7746,9279.678,13919.517,9743.6619,0
0.3327,0.45,60000.0,0.9524,2,8555.4778,17966.5034,25666.4334,38499.6501,26949.7551,0
0.2679,0.45,77916.0,0.9524,2,8946.8922,18788.4737,26840.6767,40261.015,28182.7105,0
0.5176,0.45,120000.0,0.9524,3,26620.7852,55903.6489,79862.3556,119793.5334,83855.4734,0
0.1677,0.45,60000.0,0.9524,2,4311.6065,9054.3737,12934.8195,19402.2293,13581.5605,0
0.6515,0.45,64800.0,0.9524,3,18092.5141,37994.2796,54277.5423,81416.3135,56991.4195,0
0.1386,0.45,41400.0,0.9524,2,2459.6329,5165.2291,7378.8987,11068.3481,7747.8436,0
0.5349,0.45,64800.0,0.9524,3,14855.3398,31196.2137,44566.0195,66849.0293,46794.3205,0
0.6457,0.45,60000.0,0.9524,3,16604.2466,34868.9178,49812.7397,74719.1095,52303.3767,0
0.1839,0.45,44496.0,0.9524,2,3506.4813,7363.6107,10519.4439,15779.1659,11045.4161,0
0.1309,0.45,205887.24,0.9524,2,11553.6723,24262.7119,34661.017,51991.5255,36394.0678,0
0.9094,0.45,47784.0,0.9524,3,18622.508,39107.2669,55867.5241,61436.5714,53069.7216,1
0.4915,0.45,24000.0,0.9524,2,5055.6773,10616.9224,15167.032,22750.548,15925.3836,0
0.2435,0.45,42000.0,0.9524,2,4383.7544,9205.8843,13151.2633,19726.895,13808.8265,0
0.0792,0.45,39996.0,0.9524,1,1357.8125,950.4688,1357.8125,2036.7188,1425.7032,0
0.2401,0.45,43044.0,0.9524,2,4428.5418,9299.9377,13285.6253,19928.438,13949.9066,0
0.1966,0.45,16056.0,0.9524,2,1352.9687,2841.2343,4058.9061,6088.3592,4261.8514,0
0.2979,0.45,16668.0,0.9524,2,2127.8621,4468.5103,6383.5862,9575.3792,6702.7655,0
0.2102,0.45,64800.0,0.9524,2,5837.8162,12259.4141,17513.4487,26270.173,18389.1211,0
0.1563,0.45,66664.0,0.9524,2,4464.6254,9375.7134,13393.8763,20090.8144,14063.5701,0
0.99,0.45,100992.0,0.9524,3,42850.7791,89986.6361,128552.3372,129846.8571,119234.5419,0
0.7676,0.45,7200.0,0.9524,3,2368.617,4974.0956,7105.8509,9257.1429,7110.7351,1
0.6079,0.45,7500.0,0.9524,3,1954.0425,4103.4893,5862.1276,8793.1914,6155.2339,1
0.4318,0.45,46800.0,0.9524,2,8660.0052,18186.0109,25980.0156,38970.0234,27279.0164,0
0.1382,0.45,121020.0,0.9524,2,7169.09,15055.089,21507.2701,32260.9051,22582.6336,0
0.6416,0.45,2400.0,0.9524,3,659.8921,1385.7734,1979.6763,2969.5144,2078.6601,0
0.348,0.45,64800.0,0.9524,2,9664.1054,20294.6214,28992.3163,43488.4744,30441.9321,0
0.386,0.45,26700.0,0.9524,3,4417.3855,9276.5095,13252.1564,19878.2346,13914.7642,1
0.1409,0.45,124800.0,0.9524,2,7538.0069,15829.8146,22614.0208,33921.0312,23744.7218,0
0.1058,0.45,62628.0,0.9524,2,2840.0449,5964.0942,8520.1346,12780.2019,8946.1413,0
0.3772,0.45,45600.0,0.9524,2,7371.0329,15479.1691,22113.0987,33169.6481,23218.7536,0
0.4551,0.45,48000.0,0.9524,2,9361.2126,19658.5465,28083.6379,42125.4568,29487.8198,0
0.2179,0.45,64800.0,0.9524,2,6052.2051,12709.6306,18156.6152,27234.9228,19064.446,0
0.0929,0.45,16806.0,0.9524,1,669.0363,468.3254,669.0363,1003.5545,702.4881,0
0.9288,0.45,5810.0,0.9524,3,2312.7314,4856.7359,6938.1941,7470.0,6550.781,1
0.0827,0.45,64800.0,0.9524,1,2295.7985,1607.059,2295.7985,3443.6978,2410.5884,0
0.7566,0.45,31440.0,0.9524,3,10194.8854,21409.2594,30584.6562,40422.8571,30750.3572,1
0.3457,0.45,24000.0,0.9524,2,3555.8394,7467.2628,10667.5183,16001.2775,11200.8942,0
0.8607,0.45,42000.0,0.9524,3,15491.9418,32533.0778,46475.8254,54000.0,44871.1821,1
0.1478,0.45,45000.0,0.9524,2,2851.0899,5987.2887,8553.2696,12829.9044,8980.9331,0
0.1747,0.45,144000.0,0.9524,2,10780.4109,22638.8628,32341.2326,48511.8488,33958.2942,0
0.1467,0.45,64800.0,0.9524,2,4072.7708,8552.8186,12218.3123,18327.4685,12829.228,0
0.1146,0.45,20916.0,0.9524,2,1026.9858,2156.6701,3080.9573,4621.436,3235.0052,0
0.9892,0.45,16200.0,0.9524,3,6867.8072,14422.3952,20603.4217,20828.5714,19114.4525,1
0.1422,0.45,64800.0,0.9524,2,3949.9134,8294.8181,11849.7401,17774.6101,12442.2271,0
0.2806,0.45,66000.0,0.9524,3,7936.442,16666.5282,23809.3261,35713.9891,24999.7924,1
0.1589,0.45,135000.0,0.9524,2,9192.8232,19304.9287,27578.4696,41367.7043,28957.393,0
0.2014,0.45,65556.0,0.9524,2,5659.0093,11883.9195,16977.0278,25465.5418,17825.8792,0
0.1422,0.45,72732.0,0.9524,2,4431.3948,9305.929,13294.1843,19941.2765,13958.8935,0
0.4021,0.45,135000.0,0.9524,2,23263.2793,48852.8865,69789.8378,104684.7567,73279.3297,0
0.1545,0.45,30000.0,0.9524,2,1985.9781,4170.5541,5957.9344,8936.9016,6255.8311,0
0.9984,0.45,5472.0,0.9524,3,2341.4393,4917.0225,7024.3179,7035.4286,6500.2717,1
0.4711,0.45,205887.24,0.9524,2,41568.6663,87294.1992,124705.9989,187058.9984,130941.2988,0
0.3605,0.45,81600.0,0.9524,2,12608.5386,26477.931,37825.6157,56738.4236,39716.8965,0
0.0801,0.45,36000.0,0.9524,1,1235.2032,864.6422,1235.2032,1852.8048,1296.9633,0
0.1521,0.45,64800.0,0.9524,2,4224.5729,8871.6031,12673.7188,19010.5782,13307.4047,0
0.2393,0.45,42000.0,0.9524,2,4307.829,9046.4409,12923.4869,19385.2304,13569.6613,0
0.2274,0.45,10200.0,0.9524,2,994.1747,2087.767,2982.5242,4473.7864,3131.6504,0
0.3418,0.45,174000.0,0.9524,2,25488.5868,53526.0322,76465.7603,114698.6405,80289.0484,0
0.3674,0.45,32400.0,0.9524,2,5101.9337,10714.0607,15305.8011,22958.7016,16071.0911,0
0.791,0.45,16680.0,0.9524,3,5654.475,11874.3975,16963.425,21445.7143,16811.7404,1
0.094,0.45,64800.0,0.9524,1,2610.2041,1827.1428,2610.2041,3915.3061,2740.7143,0
0.5809,0.45,6000.0,0.9524,3,1493.6174,3136.5966,4480.8522,6721.2783,4704.8948,0
0.49,0.45,36000.0,0.9524,2,7559.6766,15875.3209,22679.0299,34018.5448,23812.9814,0
0.2762,0.45,8800.0,0.9524,2,1041.8266,2187.8359,3125.4799,4688.2198,3281.7539,0
0.5652,0.45,28800.0,0.9524,3,6976.2381,14650.1,20928.7142,31393.0713,21975.1499,0
0.1853,0.45,81996.0,0.9524,2,6510.8966,13672.8828,19532.6897,29299.0345,20509.3242,0
0.4412,0.45,59856.0,0.9524,2,11318.1645,23768.1454,33954.4934,50931.74,35652.218,0
0.5422,0.45,17800.0,0.9524,3,4136.2194,8686.0608,12408.6582,18612.9873,13029.0911,0
0.2836,0.45,34800.0,0.9524,2,4229.1171,8881.1459,12687.3513,19031.0269,13321.7188,0
0.7805,0.45,46800.0,0.9524,3,15653.8432,32873.0708,46961.5297,60171.4286,46741.8897,1
0.2135,0.45,19032.0,0.9524,2,1741.2051,3656.5307,5223.6153,7835.423,5484.7961,0
0.1677,0.45,52800.0,0.9524,2,3794.7526,7968.9806,11384.2579,17076.3869,11953.4708,0
0.6195,0.45,5400.0,0.9524,3,1433.6006,3010.5613,4300.8018,6451.2028,4515.8419,0
0.6629,0.45,42192.0,0.9524,3,11987.3583,25173.4524,35962.0749,53943.1123,37760.1786,0
0.2063,0.45,17200.0,0.9524,2,1520.3886,3192.8161,4561.1659,6841.7488,4789.2242,0
0.7686,0.45,22800.0,0.9524,3,7509.8352,15770.6538,22529.5055,29314.2857,22535.9876,1
0.3949,0.45,22500.0,0.9524,2,3807.5212,7995.7945,11422.5635,17133.8453,11993.6917,0
0.3397,0.45,16260.0,0.9524,2,2367.0484,4970.8017,7101.1453,10651.718,7456.2026,0
0.1932,0.45,16572.0,0.9524,2,1372.5005,2882.2511,4117.5016,6176.2523,4323.3766,0
0.5706,0.45,18600.0,0.9524,3,4548.6906,9552.2503,13646.0718,20469.1077,14328.3754,0
0.0956,0.45,64800.0,0.9524,1,2656.1148,1859.2803,2656.1148,3984.1722,2788.9205,0
0.1953,0.45,64800.0,0.9524,2,5422.4335,11387.1103,16267.3005,24400.9507,17080.6655,0
0.3969,0.45,48000.0,0.9524,2,8164.0058,17144.4121,24492.0173,36738.026,25716.6182,0
0.0865,0.45,64800.0,0.9524,1,2402.9434,1682.0604,2402.9434,3604.4151,2523.0906,0
0.1076,0.45,64800.0,0.9524,2,2987.7379,6274.2496,8963.2137,13444.8205,9411.3743,0
0.227,0.45,63000.0,0.9524,2,6130.2618,12873.5497,18390.7853,27586.1779,19310.3245,0
0.2882,0.45,52192.0,0.9524,2,6446.1942,13537.0078,19338.5825,29007.8738,20305.5116,0
0.2269,0.45,50400.0,0.9524,2,4900.1275,10290.2677,14700.3824,22050.5736,15435.4015,0
0.6469,0.45,64800.0,0.9524,3,17964.8308,37726.1448,53894.4925,80841.7388,56589.2172,0
0.9339,0.45,9664.0,0.9524,3,3868.0553,8122.9162,11604.166,12425.1429,10939.0978,0
0.5654,0.45,39000.0,0.9524,3,9449.9697,19844.9364,28349.9092,42524.8637,29767.4046,0
0.4186,0.45,78000.0,0.9524,2,13993.9235,29387.2393,41981.7704,62972.6556,44080.8589,0
0.1334,0.45,64800.0,0.9524,2,3703.4095,7777.1599,11110.2285,16665.3427,11665.7399,0
0.1086,0.45,13440.0,0.9524,2,625.2664,1313.0595,1875.7992,2813.6989,1969.5892,0
0.1565,0.45,50976.0,0.9524,2,3418.441,7178.7262,10255.3231,15382.9847,10768.0893,0
0.3397,0.45,11580.0,0.9524,3,1685.9378,3540.4693,5057.8133,7586.7199,5310.7039,1
0.2646,0.45,88164.0,0.9524,2,9998.3116,20996.4543,29994.9347,44992.4021,31494.6815,0
0.1539,0.45,64800.0,0.9524,2,4273.1535,8973.6224,12819.4606,19229.1909,13460.4336,0
0.7581,0.45,15840.0,0.9524,3,5146.5188,10807.6895,15439.5564,20365.7143,15513.1292,0
0.1643,0.45,27498.0,0.9524,2,1936.3991,4066.4382,5809.1974,8713.7961,6099.6573,0
0.1915,0.45,66000.0,0.9524,2,5415.4958,11372.5412,16246.4875,24369.7312,17058.8119,0
0.1191,0.45,71904.0,0.9524,2,3670.7124,7708.496,11012.1371,16518.2057,11562.744,0
0.5398,0.45,53376.0,0.9524,3,12347.999,25930.7979,37043.997,55565.9955,38896.1968,0
0.1961,0.45,64800.0,0.9524,2,5445.6447,11435.854,16336.9342,24505.4013,17153.7809,0
0.5797,0.45,64800.0,0.9524,3,16100.1078,33810.2265,48300.3235,72450.4853,50715.3397,0
0.1525,0.45,67200.0,0.9524,2,4393.3321,9225.9973,13179.9962,19769.9942,13838.996,0
0.1331,0.45,60000.0,0.9524,2,3422.4176,7187.0769,10267.2527,15400.8791,10780.6154,0
0.3447,0.45,28000.0,0.9524,2,4136.3096,8686.2501,12408.9288,18613.3931,13029.3752,0
0.6157,0.45,27996.0,0.9524,3,7386.7494,15512.1738,22160.2483,33240.3725,23268.2607,0
0.0844,0.45,64800.0,0.9524,1,2344.3059,1641.0141,2344.3059,3516.4588,2461.5212,0
0.3222,0.45,48000.0,0.9524,2,6628.8976,13920.6849,19886.6927,29830.039,20881.0273,0
0.4666,0.45,36000.0,0.9524,2,7198.6631,15117.1924,21595.9892,32393.9838,22675.7886,0
0.2893,0.45,24000.0,0.9524,2,2975.6686,6248.9041,8927.0058,13390.5087,9373.3561,0
0.8329,0.45,53616.0,0.9524,3,19139.0771,40192.0619,57417.2313,68934.8571,55990.3454,0
0.5245,0.45,41316.0,0.9524,3,9286.7172,19502.1061,27860.1515,41790.2273,29253.1591,0
0.2485,0.45,64800.0,0.9524,2,6900.2634,14490.5532,20700.7903,31051.1854,21735.8298,0
0.2113,0.45,11736.0,0.9524,2,1063.0223,2232.3468,3189.0668,4783.6002,3348.5201,0
0.2494,0.45,64800.0,0.9524,2,6925.9566,14544.5089,20777.8699,31166.8049,21816.7634,0
0.2345,0.45,42996.0,0.9524,2,4320.2789,9072.5858,12960.8368,19441.2552,13608.8786,0
0.2417,0.45,64800.0,0.9524,2,6711.8174,14094.8166,20135.4523,30203.1784,21142.2249,0
0.4668,0.45,38400.0,0.9524,2,7682.5508,16133.3566,23047.6523,34571.4784,24200.0349,0
0.6564,0.45,12480.0,0.9524,3,3510.7539,7372.5832,10532.2617,15798.3926,11058.8748,1
0.5719,0.45,9600.0,0.9524,3,2353.0257,4941.3539,7059.077,10588.6155,7412.0309,0
0.1827,0.45,23800.0,0.9524,2,1863.6558,3913.6773,5590.9675,8386.4513,5870.5159,0
0.3318,0.45,51600.0,0.9524,3,7338.3993,15410.6386,22015.198,33022.797,23115.9579,1
0.3607,0.45,33000.0,0.9524,2,5100.7601,10711.5963,15302.2804,22953.4206,16067.3944,0
0.1761,0.45,64698.0,0.9524,2,4883.4983,10255.3464,14650.4948,21975.7422,15383.0195,0
0.7696,0.45,0.0,0.9524,3,0.0,0.0,0.0,0.0,0.0,1
0.3171,0.45,21498.0,0.9524,2,2921.1553,6134.426,8763.4658,13145.1987,9201.6391,0
0.8764,0.45,5000.0,0.9524,3,1877.9125,3943.6162,5633.7374,6428.5714,5409.9156,0
0.6269,0.45,105192.0,0.9524,3,28263.624,59353.6103,84790.8719,127186.3078,89030.4155,0
0.3528,0.45,24000.0,0.9524,2,3628.9908,7620.8807,10886.9725,16330.4587,11431.3211,0
0.3545,0.45,48000.0,0.9524,2,7291.7438,15312.6619,21875.2313,32812.8469,22968.9928,0
0.418,0.45,20000.0,0.9524,2,3582.7092,7523.6893,10748.1276,16122.1914,11285.534,0
0.7031,0.45,24000.0,0.9524,3,7232.1101,15187.4313,21696.3304,30857.1429,22359.3088,0
0.6865,0.45,38400.0,0.9524,3,11297.7629,23725.3021,33893.2887,49371.4286,35220.827,0
0.1927,0.45,164400.0,0.9524,2,13578.4742,28514.7958,40735.4226,61103.1339,42772.1937,0
0.5837,0.45,48432.0,0.9524,3,12115.6058,25442.7722,36346.8174,54520.226,38164.1582,0
0.1996,0.45,55746.0,0.9524,2,4768.3616,10013.5593,14305.0847,21457.6271,15020.339,0
0.7195,0.45,28464.0,0.9524,3,8776.5075,18430.6657,26329.5224,36596.5714,26921.5705,1
